desc,municipio,aglomeracion_urbana,estado
Tasa de mortalidad de menores de 5 años,54.29,52.46,Puebla
Educación,88.94,78.6,Puebla
Tasa de alfabetización,95.23,94.53,Puebla
Promedio de años de escolaridad,82.64,62.66,Puebla
Seguridad y protección,69.01,64.19,Puebla
Tasa de homicidios,69.01,64.19,Puebla
Espacio público,47.52,56.1,Puebla
Accesibilidad al espacio público abierto,86.18,98.66,Puebla
Áreas verdes per cápita,8.85,13.55,Puebla
EQUIDAD E INCLUSIÓN SOCIAL,61.31,64.25,Puebla
Equidad económica,43.25,47.46,Puebla
Coeﬁciente de Gini,44.7,58.24,Puebla
Tasa de pobreza,41.79,36.68,Puebla
Inclusión social,50.52,54.96,Puebla
Viviendas en barrios precarios,27.04,32.23,Puebla
Desempleo juvenil,74.0,77.69,Puebla
Inclusión de género,90.17,90.34,Puebla
Inscripción equitativa en educación a nivel secundario,90.17,90.34,Puebla
SOSTENIBILIDAD AMBIENTAL,57.92,58.04,Puebla
Calidad del aire,82.03,82.03,Puebla
Número de estaciones de monitoreo,100.0,100.0,Puebla
Concentraciones de material particulado,100.0,100.0,Puebla
Concentración de CO2,46.08,46.08,Puebla
Manejo de residuos,91.73,92.08,Puebla
Recolección de residuos sólidos,83.46,84.17,Puebla
Tratamiento de aguas residuales,100.0,100.0,Puebla
Energía,0.0,0.0,Puebla
Proporción de generación de energía renovable,0.0,0.0,Puebla
GOBERNANZA Y LEGISLACIÓN URBANA,30.72,30.01,Puebla
Participación y rendición de cuentas,43.94,47.79,Puebla
Participación electoral,43.94,47.79,Puebla
Capacidad institucional y ﬁnanzas municipales,48.23,42.23,Puebla
Recaudación de ingresos propios,28.43,22.27,Puebla
Deuda subnacional,21.25,14.61,Puebla
Eﬁciencia del gasto local,95.0,89.81,Puebla
Gobernanza de la urbanización,0.0,0.0,Puebla
Eﬁciencia en el uso de suelo,0.0,0.0,Puebla
PRODUCTIVIDAD,64.36,61.95,San Andrés Cholula
Crecimiento económico,54.28,52.58,San Andrés Cholula
Producto urbano per cápita,36.68,45.77,San Andrés Cholula
Relación de dependencia de la tercera edad,71.87,59.38,San Andrés Cholula
Aglomeración económica,62.93,73.44,San Andrés Cholula
Densidad económica,62.93,73.44,San Andrés Cholula
Empleo,75.89,69.23,San Andrés Cholula
Tasa de desempleo,90.04,81.54,San Andrés Cholula
Relación empleo-población,61.74,56.91,San Andrés Cholula
INFRAESTRUCTURA DE DESARROLLO,44.53,59.89,San Andrés Cholula
Infraestructura de vivienda,56.59,82.28,San Andrés Cholula
Vivienda durable,91.25,92.85,San Andrés Cholula
Acceso a agua mejorada,0.0,75.55,San Andrés Cholula
Espacio habitable suﬁciente,100.0,100.0,San Andrés Cholula
Densidad poblacional,35.11,60.71,San Andrés Cholula
Infraestructura social,16.53,64.3,San Andrés Cholula
Densidad de médicos,16.53,64.3,San Andrés Cholula
Infraestructura de comunicaciones,38.92,34.26,San Andrés Cholula
Acceso a Internet,34.39,25.08,San Andrés Cholula
Velocidad de banda ancha promedio,43.44,43.44,San Andrés Cholula
Movilidad urbana,60.74,54.2,San Andrés Cholula
Longitud de transporte masivo,21.49,18.09,San Andrés Cholula
Fatalidades de tránsito,100.0,90.32,San Andrés Cholula
Forma urbana,49.84,64.41,San Andrés Cholula
Densidad de la interconexión vial,73.59,95.12,San Andrés Cholula
Densidad vial,25.55,45.86,San Andrés Cholula
Superﬁcie destinada a vías,50.4,52.25,San Andrés Cholula
CALIDAD DE VIDA,70.9,65.05,San Andrés Cholula
Salud,62.73,61.32,San Andrés Cholula
Esperanza de vida al nacer,69.45,70.17,San Andrés Cholula
Tasa de mortalidad de menores de 5 años,56.0,52.46,San Andrés Cholula
Educación,79.28,78.6,San Andrés Cholula
Tasa de alfabetización,95.21,94.53,San Andrés Cholula
Promedio de años de escolaridad,63.36,62.66,San Andrés Cholula
Seguridad y protección,56.83,64.19,San Andrés Cholula
Tasa de homicidios,56.83,64.19,San Andrés Cholula
Espacio público,84.76,56.1,San Andrés Cholula
Accesibilidad al espacio público abierto,100.0,98.66,San Andrés Cholula
Áreas verdes per cápita,69.51,13.55,San Andrés Cholula
EQUIDAD E INCLUSIÓN SOCIAL,69.5,64.25,San Andrés Cholula
Equidad económica,39.4,47.46,San Andrés Cholula
Coeﬁciente de Gini,50.84,58.24,San Andrés Cholula
Tasa de pobreza,27.96,36.68,San Andrés Cholula
Inclusión social,78.87,54.96,San Andrés Cholula
Viviendas en barrios precarios,68.3,32.23,San Andrés Cholula
Desempleo juvenil,89.45,77.69,San Andrés Cholula
Inclusión de género,90.22,90.34,San Andrés Cholula
Inscripción equitativa en educación a nivel secundario,90.22,90.34,San Andrés Cholula
SOSTENIBILIDAD AMBIENTAL,39.64,58.04,San Andrés Cholula
Calidad del aire,73.04,82.03,San Andrés Cholula
Número de estaciones de monitoreo,,100.0,San Andrés Cholula
Concentraciones de material particulado,100.0,100.0,San Andrés Cholula
Concentración de CO2,46.08,46.08,San Andrés Cholula
Manejo de residuos,45.87,92.08,San Andrés Cholula
Recolección de residuos sólidos,91.74,84.17,San Andrés Cholula
Tratamiento de aguas residuales,0.0,100.0,San Andrés Cholula
Energía,0.0,0.0,San Andrés Cholula
Proporción de generación de energía renovable,0.0,0.0,San Andrés Cholula
GOBERNANZA Y LEGISLACIÓN URBANA,29.87,30.01,San Andrés Cholula
Participación y rendición de cuentas,42.48,47.79,San Andrés Cholula
Participación electoral,42.48,47.79,San Andrés Cholula
Capacidad institucional y ﬁnanzas municipales,47.14,42.23,San Andrés Cholula
Recaudación de ingresos propios,55.41,22.27,San Andrés Cholula
Deuda subnacional,0.0,14.61,San Andrés Cholula
Eﬁciencia del gasto local,86.0,89.81,San Andrés Cholula
Gobernanza de la urbanización,0.0,0.0,San Andrés Cholula
Eﬁciencia en el uso de suelo,0.0,0.0,San Andrés Cholula
PRODUCTIVIDAD,61.03,61.95,San Pedro Cholula
Crecimiento económico,43.23,52.58,San Pedro Cholula
Producto urbano per cápita,26.16,45.77,San Pedro Cholula
Relación de dependencia de la tercera edad,60.29,59.38,San Pedro Cholula
Aglomeración económica,64.7,73.44,San Pedro Cholula
Densidad económica,64.7,73.44,San Pedro Cholula
Empleo,75.16,69.23,San Pedro Cholula
Tasa de desempleo,92.49,81.54,San Pedro Cholula
Relación empleo-población,57.83,56.91,San Pedro Cholula
INFRAESTRUCTURA DE DESARROLLO,48.75,59.89,San Pedro Cholula
Infraestructura de vivienda,74.93,82.28,San Pedro Cholula
Vivienda durable,88.42,92.85,San Pedro Cholula
Acceso a agua mejorada,41.67,75.55,San Pedro Cholula
Espacio habitable suﬁciente,100.0,100.0,San Pedro Cholula
Densidad poblacional,69.63,60.71,San Pedro Cholula
Infraestructura social,48.41,64.3,San Pedro Cholula
Densidad de médicos,48.41,64.3,San Pedro Cholula
Infraestructura de comunicaciones,35.02,34.26,San Pedro Cholula
Acceso a Internet,26.59,25.08,San Pedro Cholula
Velocidad de banda ancha promedio,43.44,43.44,San Pedro Cholula
Movilidad urbana,46.39,54.2,San Pedro Cholula
Longitud de transporte masivo,0.0,18.09,San Pedro Cholula
Fatalidades de tránsito,92.78,90.32,San Pedro Cholula
Forma urbana,38.97,64.41,San Pedro Cholula
Densidad de la interconexión vial,65.39,95.12,San Pedro Cholula
Densidad vial,19.95,45.86,San Pedro Cholula
Superﬁcie destinada a vías,31.59,52.25,San Pedro Cholula
CALIDAD DE VIDA,65.56,65.05,San Pedro Cholula
Salud,56.16,61.32,San Pedro Cholula
Esperanza de vida al nacer,69.45,70.17,San Pedro Cholula
Tasa de mortalidad de menores de 5 años,42.88,52.46,San Pedro Cholula
Educación,83.44,78.6,San Pedro Cholula
Tasa de alfabetización,94.73,94.53,San Pedro Cholula
Promedio de años de escolaridad,72.14,62.66,San Pedro Cholula
Seguridad y protección,65.06,64.19,San Pedro Cholula
Tasa de homicidios,65.06,64.19,San Pedro Cholula
Espacio público,57.57,56.1,San Pedro Cholula
Accesibilidad al espacio público abierto,100.0,98.66,San Pedro Cholula
Áreas verdes per cápita,15.14,13.55,San Pedro Cholula
EQUIDAD E INCLUSIÓN SOCIAL,70.09,64.25,San Pedro Cholula
Equidad económica,44.07,47.46,San Pedro Cholula
Coeﬁciente de Gini,45.24,58.24,San Pedro Cholula
Tasa de pobreza,42.89,36.68,San Pedro Cholula
Inclusión social,82.41,54.96,San Pedro Cholula
Viviendas en barrios precarios,72.21,32.23,San Pedro Cholula
Desempleo juvenil,92.62,77.69,San Pedro Cholula
Inclusión de género,83.78,90.34,San Pedro Cholula
Inscripción equitativa en educación a nivel secundario,83.78,90.34,San Pedro Cholula
SOSTENIBILIDAD AMBIENTAL,39.14,58.04,San Pedro Cholula
Calidad del aire,73.04,82.03,San Pedro Cholula
Número de estaciones de monitoreo,,100.0,San Pedro Cholula
Concentraciones de material particulado,100.0,100.0,San Pedro Cholula
Concentración de CO2,46.08,46.08,San Pedro Cholula
Manejo de residuos,44.39,92.08,San Pedro Cholula
Recolección de residuos sólidos,88.78,84.17,San Pedro Cholula
Tratamiento de aguas residuales,0.0,100.0,San Pedro Cholula
Energía,0.0,0.0,San Pedro Cholula
Proporción de generación de energía renovable,0.0,0.0,San Pedro Cholula
GOBERNANZA Y LEGISLACIÓN URBANA,28.42,30.01,San Pedro Cholula
Participación y rendición de cuentas,46.82,47.79,San Pedro Cholula
Participación electoral,46.82,47.79,San Pedro Cholula
Capacidad institucional y ﬁnanzas municipales,38.44,42.23,San Pedro Cholula
Recaudación de ingresos propios,15.79,22.27,San Pedro Cholula
Deuda subnacional,4.52,14.61,San Pedro Cholula
Eﬁciencia del gasto local,95.0,89.81,San Pedro Cholula
Gobernanza de la urbanización,0.0,0.0,San Pedro Cholula
Eﬁciencia en el uso de suelo,0.0,0.0,San Pedro Cholula
PRODUCTIVIDAD,55.33,,San Juan Bautista Tuxtepec
Crecimiento económico,46.12,,San Juan Bautista Tuxtepec
Producto urbano per cápita,38.98,,San Juan Bautista Tuxtepec
Relación de dependencia de la tercera edad,53.25,,San Juan Bautista Tuxtepec
Aglomeración económica,64.3,,San Juan Bautista Tuxtepec
Densidad económica,64.3,,San Juan Bautista Tuxtepec
Empleo,55.58,,San Juan Bautista Tuxtepec
Tasa de desempleo,70.67,,San Juan Bautista Tuxtepec
Relación empleo-población,40.48,,San Juan Bautista Tuxtepec
INFRAESTRUCTURA DE DESARROLLO,55.2,,San Juan Bautista Tuxtepec
Infraestructura de vivienda,69.19,,San Juan Bautista Tuxtepec
Vivienda durable,81.55,,San Juan Bautista Tuxtepec
Acceso a agua mejorada,81.52,,San Juan Bautista Tuxtepec
Espacio habitable suﬁciente,100.0,,San Juan Bautista Tuxtepec
Densidad poblacional,13.69,,San Juan Bautista Tuxtepec
Infraestructura social,35.07,,San Juan Bautista Tuxtepec
Densidad de médicos,35.07,,San Juan Bautista Tuxtepec
Infraestructura de comunicaciones,38.12,,San Juan Bautista Tuxtepec
Acceso a Internet,22.13,,San Juan Bautista Tuxtepec
Velocidad de banda ancha promedio,54.1,,San Juan Bautista Tuxtepec
Movilidad urbana,93.08,,San Juan Bautista Tuxtepec
Longitud de transporte masivo,,,San Juan Bautista Tuxtepec
Fatalidades de tránsito,93.08,,San Juan Bautista Tuxtepec
Forma urbana,40.57,,San Juan Bautista Tuxtepec
Densidad de la interconexión vial,83.28,,San Juan Bautista Tuxtepec
Densidad vial,9.92,,San Juan Bautista Tuxtepec
Superﬁcie destinada a vías,28.5,,San Juan Bautista Tuxtepec
CALIDAD DE VIDA,64.61,,San Juan Bautista Tuxtepec
Salud,70.37,,San Juan Bautista Tuxtepec
Esperanza de vida al nacer,65.81,,San Juan Bautista Tuxtepec
Tasa de mortalidad de menores de 5 años,74.93,,San Juan Bautista Tuxtepec
Educación,67.33,,San Juan Bautista Tuxtepec
Tasa de alfabetización,90.87,,San Juan Bautista Tuxtepec
Promedio de años de escolaridad,43.79,,San Juan Bautista Tuxtepec
Seguridad y protección,41.27,,San Juan Bautista Tuxtepec
Tasa de homicidios,41.27,,San Juan Bautista Tuxtepec
Espacio público,79.46,,San Juan Bautista Tuxtepec
Accesibilidad al espacio público abierto,58.91,,San Juan Bautista Tuxtepec
Áreas verdes per cápita,100.0,,San Juan Bautista Tuxtepec
EQUIDAD E INCLUSIÓN SOCIAL,68.37,,San Juan Bautista Tuxtepec
Equidad económica,40.31,,San Juan Bautista Tuxtepec
Coeﬁciente de Gini,48.13,,San Juan Bautista Tuxtepec
Tasa de pobreza,32.48,,San Juan Bautista Tuxtepec
Inclusión social,80.06,,San Juan Bautista Tuxtepec
Viviendas en barrios precarios,79.69,,San Juan Bautista Tuxtepec
Desempleo juvenil,80.43,,San Juan Bautista Tuxtepec
Inclusión de género,84.75,,San Juan Bautista Tuxtepec
Inscripción equitativa en educación a nivel secundario,84.75,,San Juan Bautista Tuxtepec
SOSTENIBILIDAD AMBIENTAL,18.11,,San Juan Bautista Tuxtepec
Calidad del aire,23.04,,San Juan Bautista Tuxtepec
Número de estaciones de monitoreo,,,San Juan Bautista Tuxtepec
Concentraciones de material particulado,0.0,,San Juan Bautista Tuxtepec
Concentración de CO2,46.08,,San Juan Bautista Tuxtepec
Manejo de residuos,31.29,,San Juan Bautista Tuxtepec
Recolección de residuos sólidos,61.85,,San Juan Bautista Tuxtepec
Tratamiento de aguas residuales,0.72,,San Juan Bautista Tuxtepec
Energía,0.0,,San Juan Bautista Tuxtepec
Proporción de generación de energía renovable,0.0,,San Juan Bautista Tuxtepec
GOBERNANZA Y LEGISLACIÓN URBANA,45.01,,San Juan Bautista Tuxtepec
Participación y rendición de cuentas,56.8,,San Juan Bautista Tuxtepec
Participación electoral,56.8,,San Juan Bautista Tuxtepec
Capacidad institucional y ﬁnanzas municipales,25.48,,San Juan Bautista Tuxtepec
Recaudación de ingresos propios,0.0,,San Juan Bautista Tuxtepec
Deuda subnacional,0.0,,San Juan Bautista Tuxtepec
Eﬁciencia del gasto local,76.45,,San Juan Bautista Tuxtepec
Gobernanza de la urbanización,52.75,,San Juan Bautista Tuxtepec
Eﬁciencia en el uso de suelo,52.75,,San Juan Bautista Tuxtepec
PRODUCTIVIDAD,42.46,,Izúcar de Matamoros
Crecimiento económico,28.67,,Izúcar de Matamoros
Producto urbano per cápita,15.63,,Izúcar de Matamoros
Relación de dependencia de la tercera edad,41.72,,Izúcar de Matamoros
Aglomeración económica,51.77,,Izúcar de Matamoros
Densidad económica,51.77,,Izúcar de Matamoros
Empleo,46.96,,Izúcar de Matamoros
Tasa de desempleo,62.69,,Izúcar de Matamoros
Relación empleo-población,31.23,,Izúcar de Matamoros
INFRAESTRUCTURA DE DESARROLLO,53.88,,Izúcar de Matamoros
Infraestructura de vivienda,70.19,,Izúcar de Matamoros
Vivienda durable,76.69,,Izúcar de Matamoros
Acceso a agua mejorada,87.6,,Izúcar de Matamoros
Espacio habitable suﬁciente,100.0,,Izúcar de Matamoros
Densidad poblacional,16.45,,Izúcar de Matamoros
Infraestructura social,48.45,,Izúcar de Matamoros
Densidad de médicos,48.45,,Izúcar de Matamoros
Infraestructura de comunicaciones,39.54,,Izúcar de Matamoros
Acceso a Internet,24.97,,Izúcar de Matamoros
Velocidad de banda ancha promedio,54.1,,Izúcar de Matamoros
Movilidad urbana,73.26,,Izúcar de Matamoros
Longitud de transporte masivo,,,Izúcar de Matamoros
Fatalidades de tránsito,73.26,,Izúcar de Matamoros
Forma urbana,37.95,,Izúcar de Matamoros
Densidad de la interconexión vial,72.54,,Izúcar de Matamoros
Densidad vial,11.03,,Izúcar de Matamoros
Superﬁcie destinada a vías,30.27,,Izúcar de Matamoros
CALIDAD DE VIDA,63.08,,Izúcar de Matamoros
Salud,60.54,,Izúcar de Matamoros
Esperanza de vida al nacer,71.57,,Izúcar de Matamoros
Tasa de mortalidad de menores de 5 años,49.52,,Izúcar de Matamoros
Educación,63.72,,Izúcar de Matamoros
Tasa de alfabetización,88.02,,Izúcar de Matamoros
Promedio de años de escolaridad,39.43,,Izúcar de Matamoros
Seguridad y protección,45.62,,Izúcar de Matamoros
Tasa de homicidios,45.62,,Izúcar de Matamoros
Espacio público,82.43,,Izúcar de Matamoros
Accesibilidad al espacio público abierto,64.85,,Izúcar de Matamoros
Áreas verdes per cápita,100.0,,Izúcar de Matamoros
EQUIDAD E INCLUSIÓN SOCIAL,67.31,,Izúcar de Matamoros
Equidad económica,35.51,,Izúcar de Matamoros
Coeﬁciente de Gini,44.19,,Izúcar de Matamoros
Tasa de pobreza,26.84,,Izúcar de Matamoros
Inclusión social,77.33,,Izúcar de Matamoros
Viviendas en barrios precarios,84.18,,Izúcar de Matamoros
Desempleo juvenil,70.48,,Izúcar de Matamoros
Inclusión de género,89.09,,Izúcar de Matamoros
Inscripción equitativa en educación a nivel secundario,89.09,,Izúcar de Matamoros
SOSTENIBILIDAD AMBIENTAL,58.57,,Izúcar de Matamoros
Calidad del aire,23.04,,Izúcar de Matamoros
Número de estaciones de monitoreo,,,Izúcar de Matamoros
Concentraciones de material particulado,0.0,,Izúcar de Matamoros
Concentración de CO2,46.08,,Izúcar de Matamoros
Manejo de residuos,94.1,,Izúcar de Matamoros
Recolección de residuos sólidos,88.2,,Izúcar de Matamoros
Tratamiento de aguas residuales,100.0,,Izúcar de Matamoros
Energía,0.0,,Izúcar de Matamoros
Proporción de generación de energía renovable,0.0,,Izúcar de Matamoros
GOBERNANZA Y LEGISLACIÓN URBANA,13.56,,Izúcar de Matamoros
Participación y rendición de cuentas,40.68,,Izúcar de Matamoros
Participación electoral,40.68,,Izúcar de Matamoros
Capacidad institucional y ﬁnanzas municipales,0.0,,Izúcar de Matamoros
Recaudación de ingresos propios,0.0,,Izúcar de Matamoros
Deuda subnacional,0.0,,Izúcar de Matamoros
Eﬁciencia del gasto local,,,Izúcar de Matamoros
Gobernanza de la urbanización,0.0,,Izúcar de Matamoros
Eﬁciencia en el uso de suelo,0.0,,Izúcar de Matamoros
PRODUCTIVIDAD,50.08,,Ciudad Valles
Crecimiento económico,34.35,,Ciudad Valles
Producto urbano per cápita,23.95,,Ciudad Valles
Relación de dependencia de la tercera edad,44.75,,Ciudad Valles
Aglomeración económica,57.49,,Ciudad Valles
Densidad económica,57.49,,Ciudad Valles
Empleo,58.4,,Ciudad Valles
Tasa de desempleo,79.53,,Ciudad Valles
Relación empleo-población,37.28,,Ciudad Valles
INFRAESTRUCTURA DE DESARROLLO,69.48,,Ciudad Valles
Infraestructura de vivienda,75.09,,Ciudad Valles
Vivienda durable,91.96,,Ciudad Valles
Acceso a agua mejorada,91.4,,Ciudad Valles
Espacio habitable suﬁciente,100.0,,Ciudad Valles
Densidad poblacional,17.0,,Ciudad Valles
Infraestructura social,54.65,,Ciudad Valles
Densidad de médicos,54.65,,Ciudad Valles
Infraestructura de comunicaciones,42.33,,Ciudad Valles
Acceso a Internet,30.55,,Ciudad Valles
Velocidad de banda ancha promedio,54.1,,Ciudad Valles
Movilidad urbana,92.04,,Ciudad Valles
Longitud de transporte masivo,,,Ciudad Valles
Fatalidades de tránsito,92.04,,Ciudad Valles
Forma urbana,83.29,,Ciudad Valles
Densidad de la interconexión vial,100.0,,Ciudad Valles
Densidad vial,94.05,,Ciudad Valles
Superﬁcie destinada a vías,55.81,,Ciudad Valles
CALIDAD DE VIDA,66.59,,Ciudad Valles
Salud,54.45,,Ciudad Valles
Esperanza de vida al nacer,71.57,,Ciudad Valles
Tasa de mortalidad de menores de 5 años,37.34,,Ciudad Valles
Educación,70.79,,Ciudad Valles
Tasa de alfabetización,93.09,,Ciudad Valles
Promedio de años de escolaridad,48.5,,Ciudad Valles
Seguridad y protección,57.63,,Ciudad Valles
Tasa de homicidios,57.63,,Ciudad Valles
Espacio público,83.5,,Ciudad Valles
Accesibilidad al espacio público abierto,67.0,,Ciudad Valles
Áreas verdes per cápita,100.0,,Ciudad Valles
EQUIDAD E INCLUSIÓN SOCIAL,75.55,,Ciudad Valles
Equidad económica,44.54,,Ciudad Valles
Coeﬁciente de Gini,54.18,,Ciudad Valles
Tasa de pobreza,34.89,,Ciudad Valles
Inclusión social,85.53,,Ciudad Valles
Viviendas en barrios precarios,89.57,,Ciudad Valles
Desempleo juvenil,81.48,,Ciudad Valles
Inclusión de género,96.58,,Ciudad Valles
Inscripción equitativa en educación a nivel secundario,96.58,,Ciudad Valles
SOSTENIBILIDAD AMBIENTAL,37.26,,Ciudad Valles
Calidad del aire,23.04,,Ciudad Valles
Número de estaciones de monitoreo,,,Ciudad Valles
Concentraciones de material particulado,0.0,,Ciudad Valles
Concentración de CO2,46.08,,Ciudad Valles
Manejo de residuos,88.73,,Ciudad Valles
Recolección de residuos sólidos,77.47,,Ciudad Valles
Tratamiento de aguas residuales,100.0,,Ciudad Valles
Energía,0.0,,Ciudad Valles
Proporción de generación de energía renovable,0.0,,Ciudad Valles
GOBERNANZA Y LEGISLACIÓN URBANA,25.25,,Ciudad Valles
Participación y rendición de cuentas,46.93,,Ciudad Valles
Participación electoral,46.93,,Ciudad Valles
Capacidad institucional y ﬁnanzas municipales,28.82,,Ciudad Valles
Recaudación de ingresos propios,0.0,,Ciudad Valles
Deuda subnacional,10.37,,Ciudad Valles
Eﬁciencia del gasto local,76.08,,Ciudad Valles
Gobernanza de la urbanización,0.0,,Ciudad Valles
